"SCENARIO","OM","MP","STKN","LHSC","SIGR","FHIST","CVFH","IDXT","CVID","ADVT","HCRT","PBUF","UCPL","UCPU","HCRI","BSAFE"
"sc000500","om003","mp0114","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0.8,5.25,"nin","none"
"sc000501","om003","mp0115","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0.8,5.25,"nin","none"
"sc000502","om003","mp0116","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,5.25,"nin","none"
"sc000503","om003","mp0117","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,5.25,"nin","none"
"sc000504","om003","mp0118","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,5.25,"nin","none"
"sc000505","om003","mp0119","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0.8,5.25,"nin","none"
"sc000506","om003","mp0120","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0.8,5.25,"nin","none"
"sc000507","om003","mp0121","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0.8,5.25,"nin","none"
"sc000508","om003","mp0122","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Imin"
"sc000509","om003","mp0123","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Imin"
"sc000510","om003","mp0124","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0,0,"nin","Imin"
"sc000511","om003","mp0125","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Imin"
"sc000512","om003","mp0126","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Imin"
"sc000513","om003","mp0127","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0,0,"nin","Imin"
"sc000514","om003","mp0128","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Imin"
"sc000515","om003","mp0129","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Imin"
"sc000516","om003","mp0130","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Imin"
"sc000517","om003","mp0131","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Imin"
"sc000518","om003","mp0132","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Imin"
"sc000519","om003","mp0133","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","Imin"
"sc000520","om003","mp0134","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","Imin"
"sc000521","om003","mp0135","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","Imin"
"sc000522","om003","mp0136","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","Imin"
"sc000523","om003","mp0137","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","Imin"
"sc000524","om003","mp0138","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","Imin"
"sc000525","om003","mp0139","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","Imin"
"sc000526","om003","mp0140","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","Imin"
"sc000527","om003","mp0141","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","Imin"
"sc000528","om003","mp0142","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","Imin"
"sc000529","om003","mp0143","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","Imin"
"sc000530","om003","mp0144","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","Imin"
"sc000531","om003","mp0145","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","Imin"
"sc000532","om003","mp0146","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Iminpa"
"sc000533","om003","mp0147","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Iminpa"
"sc000534","om003","mp0148","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0,0,"nin","Iminpa"
"sc000535","om003","mp0149","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Iminpa"
"sc000536","om003","mp0150","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Iminpa"
"sc000537","om003","mp0151","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0,0,"nin","Iminpa"
"sc000538","om003","mp0152","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Iminpa"
"sc000539","om003","mp0153","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Iminpa"
"sc000540","om003","mp0154","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Iminpa"
"sc000541","om003","mp0155","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Iminpa"
"sc000542","om003","mp0156","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Iminpa"
"sc000543","om003","mp0157","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","Iminpa"
"sc000544","om003","mp0158","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","Iminpa"
"sc000545","om003","mp0159","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","Iminpa"
"sc000546","om003","mp0160","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","Iminpa"
"sc000547","om003","mp0161","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","Iminpa"
"sc000548","om003","mp0162","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","Iminpa"
"sc000549","om003","mp0163","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","Iminpa"
"sc000550","om003","mp0164","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","Iminpa"
"sc000551","om003","mp0165","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","Iminpa"
"sc000552","om003","mp0166","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","Iminpa"
"sc000553","om003","mp0167","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","Iminpa"
"sc000554","om003","mp0168","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","Iminpa"
"sc000555","om003","mp0169","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","Iminpa"
"sc000556","om003","mp0170","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Inorm"
"sc000557","om003","mp0171","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Inorm"
"sc000558","om003","mp0172","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0,0,"nin","Inorm"
"sc000559","om003","mp0173","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Inorm"
"sc000560","om003","mp0174","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Inorm"
"sc000561","om003","mp0175","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0,0,"nin","Inorm"
"sc000562","om003","mp0176","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Inorm"
"sc000563","om003","mp0177","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Inorm"
"sc000564","om003","mp0178","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Inorm"
"sc000565","om003","mp0179","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Inorm"
"sc000566","om003","mp0180","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Inorm"
"sc000567","om003","mp0181","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","Inorm"
"sc000568","om003","mp0182","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","Inorm"
"sc000569","om003","mp0183","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","Inorm"
"sc000570","om003","mp0184","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","Inorm"
"sc000571","om003","mp0185","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","Inorm"
"sc000572","om003","mp0186","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","Inorm"
"sc000573","om003","mp0187","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","Inorm"
"sc000574","om003","mp0188","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","Inorm"
"sc000575","om003","mp0189","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","Inorm"
"sc000576","om003","mp0190","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","Inorm"
"sc000577","om003","mp0191","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","Inorm"
"sc000578","om003","mp0192","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","Inorm"
"sc000579","om003","mp0193","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","Inorm"
"sc000580","om004","mp0001","STK2","bc",0.75,"fopt",0.1,"b1p","low","fix","ft0",0,0,0,"fix","none"
"sc000581","om004","mp0002","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0,0,"nin","none"
"sc000582","om004","mp0003","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","none"
"sc000583","om004","mp0004","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0,0,"nin","none"
"sc000584","om004","mp0005","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0,0,"nin","none"
"sc000585","om004","mp0006","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0,0,"nin","none"
"sc000586","om004","mp0007","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0,0,"nin","none"
"sc000587","om004","mp0008","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0,0,"nin","none"
"sc000588","om004","mp0009","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","none"
"sc000589","om004","mp0010","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0,0,"nin","none"
"sc000590","om004","mp0011","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0,0,"nin","none"
"sc000591","om004","mp0012","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0,0,"nin","none"
"sc000592","om004","mp0013","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0,0,"nin","none"
"sc000593","om004","mp0014","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","none"
"sc000594","om004","mp0015","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","none"
"sc000595","om004","mp0016","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","none"
"sc000596","om004","mp0017","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.2,0.2,"nin","none"
"sc000597","om004","mp0018","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.2,0.2,"nin","none"
"sc000598","om004","mp0019","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.2,0.2,"nin","none"
"sc000599","om004","mp0020","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","none"
"sc000600","om004","mp0021","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","none"
"sc000601","om004","mp0022","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","none"
"sc000602","om004","mp0023","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.2,0.2,"nin","none"
"sc000603","om004","mp0024","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.2,0.2,"nin","none"
"sc000604","om004","mp0025","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.2,0.2,"nin","none"
"sc000605","om004","mp0026","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.2,0.25,"nin","none"
"sc000606","om004","mp0027","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.2,0.25,"nin","none"
"sc000607","om004","mp0028","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.2,0.25,"nin","none"
"sc000608","om004","mp0029","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.2,0.25,"nin","none"
"sc000609","om004","mp0030","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.2,0.25,"nin","none"
"sc000610","om004","mp0031","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.2,0.25,"nin","none"
"sc000611","om004","mp0032","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.2,0.25,"nin","none"
"sc000612","om004","mp0033","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.2,0.25,"nin","none"
"sc000613","om004","mp0034","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.2,0.25,"nin","none"
"sc000614","om004","mp0035","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.2,0.25,"nin","none"
"sc000615","om004","mp0036","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.2,0.25,"nin","none"
"sc000616","om004","mp0037","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.2,0.25,"nin","none"
"sc000617","om004","mp0038","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.5,0.5,"nin","none"
"sc000618","om004","mp0039","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.5,0.5,"nin","none"
"sc000619","om004","mp0040","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.5,0.5,"nin","none"
"sc000620","om004","mp0041","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.5,0.5,"nin","none"
"sc000621","om004","mp0042","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.5,0.5,"nin","none"
"sc000622","om004","mp0043","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.5,0.5,"nin","none"
"sc000623","om004","mp0044","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.5,0.5,"nin","none"
"sc000624","om004","mp0045","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.5,0.5,"nin","none"
"sc000625","om004","mp0046","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.5,0.5,"nin","none"
"sc000626","om004","mp0047","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.5,0.5,"nin","none"
"sc000627","om004","mp0048","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.5,0.5,"nin","none"
"sc000628","om004","mp0049","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.5,0.5,"nin","none"
"sc000629","om004","mp0050","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.5,1,"nin","none"
"sc000630","om004","mp0051","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.5,1,"nin","none"
"sc000631","om004","mp0052","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.5,1,"nin","none"
"sc000632","om004","mp0053","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.5,1,"nin","none"
"sc000633","om004","mp0054","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.5,1,"nin","none"
"sc000634","om004","mp0055","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.5,1,"nin","none"
"sc000635","om004","mp0056","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.5,1,"nin","none"
"sc000636","om004","mp0057","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.5,1,"nin","none"
"sc000637","om004","mp0058","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.5,1,"nin","none"
"sc000638","om004","mp0059","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.5,1,"nin","none"
"sc000639","om004","mp0060","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.5,1,"nin","none"
"sc000640","om004","mp0061","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.5,1,"nin","none"
"sc000641","om004","mp0062","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.5,1.5,"nin","none"
"sc000642","om004","mp0063","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.5,1.5,"nin","none"
"sc000643","om004","mp0064","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.5,1.5,"nin","none"
"sc000644","om004","mp0065","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.5,1.5,"nin","none"
"sc000645","om004","mp0066","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.5,1.5,"nin","none"
"sc000646","om004","mp0067","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.5,1.5,"nin","none"
"sc000647","om004","mp0068","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.5,1.5,"nin","none"
"sc000648","om004","mp0069","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.5,1.5,"nin","none"
"sc000649","om004","mp0070","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.5,1.5,"nin","none"
"sc000650","om004","mp0071","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.5,1.5,"nin","none"
"sc000651","om004","mp0072","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.5,1.5,"nin","none"
"sc000652","om004","mp0073","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.5,1.5,"nin","none"
"sc000653","om004","mp0074","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","none"
"sc000654","om004","mp0075","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","none"
"sc000655","om004","mp0076","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","none"
"sc000656","om004","mp0077","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.8,0.8,"nin","none"
"sc000657","om004","mp0078","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.8,0.8,"nin","none"
"sc000658","om004","mp0079","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.8,0.8,"nin","none"
"sc000659","om004","mp0080","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","none"
"sc000660","om004","mp0081","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","none"
"sc000661","om004","mp0082","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","none"
"sc000662","om004","mp0083","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.8,0.8,"nin","none"
"sc000663","om004","mp0084","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.8,0.8,"nin","none"
"sc000664","om004","mp0085","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.8,0.8,"nin","none"
"sc000665","om004","mp0086","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,2.75,"nin","none"
"sc000666","om004","mp0087","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,2.75,"nin","none"
"sc000667","om004","mp0088","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,2.75,"nin","none"
"sc000668","om004","mp0089","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.8,2.75,"nin","none"
"sc000669","om004","mp0090","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.8,2.75,"nin","none"
"sc000670","om004","mp0091","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.8,2.75,"nin","none"
"sc000671","om004","mp0092","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,2.75,"nin","none"
"sc000672","om004","mp0093","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,2.75,"nin","none"
"sc000673","om004","mp0094","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,2.75,"nin","none"
"sc000674","om004","mp0095","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.8,2.75,"nin","none"
"sc000675","om004","mp0096","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.8,2.75,"nin","none"
"sc000676","om004","mp0097","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.8,2.75,"nin","none"
"sc000677","om004","mp0098","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","none"
"sc000678","om004","mp0099","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","none"
"sc000679","om004","mp0100","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","none"
"sc000680","om004","mp0101","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.8,4,"nin","none"
"sc000681","om004","mp0102","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.8,4,"nin","none"
"sc000682","om004","mp0103","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.8,4,"nin","none"
"sc000683","om004","mp0104","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","none"
"sc000684","om004","mp0105","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","none"
"sc000685","om004","mp0106","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","none"
"sc000686","om004","mp0107","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.8,4,"nin","none"
"sc000687","om004","mp0108","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.8,4,"nin","none"
"sc000688","om004","mp0109","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.8,4,"nin","none"
"sc000689","om004","mp0110","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,5.25,"nin","none"
"sc000690","om004","mp0111","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,5.25,"nin","none"
"sc000691","om004","mp0112","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,5.25,"nin","none"
"sc000692","om004","mp0113","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.8,5.25,"nin","none"
"sc000693","om004","mp0114","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.8,5.25,"nin","none"
"sc000694","om004","mp0115","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.8,5.25,"nin","none"
"sc000695","om004","mp0116","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,5.25,"nin","none"
"sc000696","om004","mp0117","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,5.25,"nin","none"
"sc000697","om004","mp0118","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,5.25,"nin","none"
"sc000698","om004","mp0119","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.8,5.25,"nin","none"
"sc000699","om004","mp0120","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.8,5.25,"nin","none"
"sc000700","om004","mp0121","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.8,5.25,"nin","none"
"sc000701","om004","mp0122","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Imin"
"sc000702","om004","mp0123","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Imin"
"sc000703","om004","mp0124","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0,0,"nin","Imin"
"sc000704","om004","mp0125","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Imin"
"sc000705","om004","mp0126","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Imin"
"sc000706","om004","mp0127","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0,0,"nin","Imin"
"sc000707","om004","mp0128","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Imin"
"sc000708","om004","mp0129","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Imin"
"sc000709","om004","mp0130","STK2","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Imin"
"sc000710","om004","mp0131","STK2","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Imin"
"sc000711","om004","mp0132","STK2","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Imin"
