"SCENARIO","OM","MP","STKN","LHSC","SIGR","FHIST","CVFH","IDXT","CVID","ADVT","HCRT","PBUF","UCPL","UCPU","HCRI","BSAFE"
"sc000071","om001","mp0071","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.5,1.5,"nin","none"
"sc000072","om001","mp0072","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.5,1.5,"nin","none"
"sc000073","om001","mp0073","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.5,1.5,"nin","none"
"sc000074","om001","mp0074","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","none"
"sc000075","om001","mp0075","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","none"
"sc000076","om001","mp0076","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","none"
"sc000077","om001","mp0077","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.8,0.8,"nin","none"
"sc000078","om001","mp0078","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.8,0.8,"nin","none"
"sc000079","om001","mp0079","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.8,0.8,"nin","none"
"sc000080","om001","mp0080","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","none"
"sc000081","om001","mp0081","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","none"
"sc000082","om001","mp0082","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","none"
"sc000083","om001","mp0083","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.8,0.8,"nin","none"
"sc000084","om001","mp0084","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.8,0.8,"nin","none"
"sc000085","om001","mp0085","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.8,0.8,"nin","none"
"sc000086","om001","mp0086","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,2.75,"nin","none"
"sc000087","om001","mp0087","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,2.75,"nin","none"
"sc000088","om001","mp0088","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,2.75,"nin","none"
"sc000089","om001","mp0089","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.8,2.75,"nin","none"
"sc000090","om001","mp0090","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.8,2.75,"nin","none"
"sc000091","om001","mp0091","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.8,2.75,"nin","none"
"sc000092","om001","mp0092","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,2.75,"nin","none"
"sc000093","om001","mp0093","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,2.75,"nin","none"
"sc000094","om001","mp0094","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,2.75,"nin","none"
"sc000095","om001","mp0095","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.8,2.75,"nin","none"
"sc000096","om001","mp0096","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.8,2.75,"nin","none"
"sc000097","om001","mp0097","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.8,2.75,"nin","none"
"sc000098","om001","mp0098","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","none"
"sc000099","om001","mp0099","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","none"
"sc000100","om001","mp0100","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","none"
"sc000101","om001","mp0101","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.8,4,"nin","none"
"sc000102","om001","mp0102","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.8,4,"nin","none"
"sc000103","om001","mp0103","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.8,4,"nin","none"
"sc000104","om001","mp0104","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","none"
"sc000105","om001","mp0105","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","none"
"sc000106","om001","mp0106","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","none"
"sc000107","om001","mp0107","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.8,4,"nin","none"
"sc000108","om001","mp0108","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.8,4,"nin","none"
"sc000109","om001","mp0109","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.8,4,"nin","none"
"sc000110","om001","mp0110","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,5.25,"nin","none"
"sc000111","om001","mp0111","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,5.25,"nin","none"
"sc000112","om001","mp0112","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,5.25,"nin","none"
"sc000113","om001","mp0113","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o3",0,0.8,5.25,"nin","none"
"sc000114","om001","mp0114","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o3",0,0.8,5.25,"nin","none"
"sc000115","om001","mp0115","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o3",0,0.8,5.25,"nin","none"
"sc000116","om001","mp0116","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,5.25,"nin","none"
"sc000117","om001","mp0117","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,5.25,"nin","none"
"sc000118","om001","mp0118","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,5.25,"nin","none"
"sc000119","om001","mp0119","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o5",0,0.8,5.25,"nin","none"
"sc000120","om001","mp0120","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o5",0,0.8,5.25,"nin","none"
"sc000121","om001","mp0121","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o5",0,0.8,5.25,"nin","none"
"sc000122","om001","mp0122","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Imin"
"sc000123","om001","mp0123","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Imin"
"sc000124","om001","mp0124","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0,0,"nin","Imin"
"sc000125","om001","mp0125","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Imin"
"sc000126","om001","mp0126","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Imin"
"sc000127","om001","mp0127","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0,0,"nin","Imin"
"sc000128","om001","mp0128","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Imin"
"sc000129","om001","mp0129","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Imin"
"sc000130","om001","mp0130","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Imin"
"sc000131","om001","mp0131","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Imin"
"sc000132","om001","mp0132","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Imin"
"sc000133","om001","mp0133","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","Imin"
"sc000134","om001","mp0134","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","Imin"
"sc000135","om001","mp0135","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","Imin"
"sc000136","om001","mp0136","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","Imin"
"sc000137","om001","mp0137","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","Imin"
"sc000138","om001","mp0138","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","Imin"
"sc000139","om001","mp0139","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","Imin"
"sc000140","om001","mp0140","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","Imin"
"sc000141","om001","mp0141","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","Imin"
"sc000142","om001","mp0142","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","Imin"
"sc000143","om001","mp0143","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","Imin"
"sc000144","om001","mp0144","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","Imin"
"sc000145","om001","mp0145","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","Imin"
"sc000146","om001","mp0146","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Iminpa"
"sc000147","om001","mp0147","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Iminpa"
"sc000148","om001","mp0148","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0,0,"nin","Iminpa"
"sc000149","om001","mp0149","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Iminpa"
"sc000150","om001","mp0150","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Iminpa"
"sc000151","om001","mp0151","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0,0,"nin","Iminpa"
"sc000152","om001","mp0152","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Iminpa"
"sc000153","om001","mp0153","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Iminpa"
"sc000154","om001","mp0154","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Iminpa"
"sc000155","om001","mp0155","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Iminpa"
"sc000156","om001","mp0156","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Iminpa"
"sc000157","om001","mp0157","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","Iminpa"
"sc000158","om001","mp0158","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","Iminpa"
"sc000159","om001","mp0159","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","Iminpa"
"sc000160","om001","mp0160","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","Iminpa"
"sc000161","om001","mp0161","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","Iminpa"
"sc000162","om001","mp0162","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","Iminpa"
"sc000163","om001","mp0163","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","Iminpa"
"sc000164","om001","mp0164","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","Iminpa"
"sc000165","om001","mp0165","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","Iminpa"
"sc000166","om001","mp0166","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","Iminpa"
"sc000167","om001","mp0167","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","Iminpa"
"sc000168","om001","mp0168","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","Iminpa"
"sc000169","om001","mp0169","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","Iminpa"
"sc000170","om001","mp0170","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Inorm"
"sc000171","om001","mp0171","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Inorm"
"sc000172","om001","mp0172","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0,0,"nin","Inorm"
"sc000173","om001","mp0173","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Inorm"
"sc000174","om001","mp0174","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Inorm"
"sc000175","om001","mp0175","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0,0,"nin","Inorm"
"sc000176","om001","mp0176","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Inorm"
"sc000177","om001","mp0177","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Inorm"
"sc000178","om001","mp0178","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Inorm"
"sc000179","om001","mp0179","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Inorm"
"sc000180","om001","mp0180","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Inorm"
"sc000181","om001","mp0181","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","Inorm"
"sc000182","om001","mp0182","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","Inorm"
"sc000183","om001","mp0183","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","Inorm"
"sc000184","om001","mp0184","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","Inorm"
"sc000185","om001","mp0185","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","Inorm"
"sc000186","om001","mp0186","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","Inorm"
"sc000187","om001","mp0187","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","Inorm"
"sc000188","om001","mp0188","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","Inorm"
"sc000189","om001","mp0189","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","Inorm"
"sc000190","om001","mp0190","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","Inorm"
"sc000191","om001","mp0191","STK1","bc",0.75,"fopt",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","Inorm"
"sc000192","om001","mp0192","STK1","bc",0.75,"fopt",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","Inorm"
"sc000193","om001","mp0193","STK1","bc",0.75,"fopt",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","Inorm"
"sc000194","om002","mp0001","STK1","bc",0.75,"flow",0.1,"b1p","low","fix","ft0",0,0,0,"fix","none"
"sc000195","om002","mp0002","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0,0,"nin","none"
"sc000196","om002","mp0003","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","none"
"sc000197","om002","mp0004","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0,0,"nin","none"
"sc000198","om002","mp0005","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0,0,"nin","none"
"sc000199","om002","mp0006","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0,0,"nin","none"
"sc000200","om002","mp0007","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0,0,"nin","none"
"sc000201","om002","mp0008","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0,0,"nin","none"
"sc000202","om002","mp0009","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","none"
"sc000203","om002","mp0010","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0,0,"nin","none"
"sc000204","om002","mp0011","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0,0,"nin","none"
"sc000205","om002","mp0012","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0,0,"nin","none"
"sc000206","om002","mp0013","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0,0,"nin","none"
"sc000207","om002","mp0014","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","none"
"sc000208","om002","mp0015","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","none"
"sc000209","om002","mp0016","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","none"
"sc000210","om002","mp0017","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0.2,0.2,"nin","none"
"sc000211","om002","mp0018","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0.2,0.2,"nin","none"
"sc000212","om002","mp0019","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0.2,0.2,"nin","none"
"sc000213","om002","mp0020","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","none"
"sc000214","om002","mp0021","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","none"
"sc000215","om002","mp0022","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","none"
"sc000216","om002","mp0023","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0.2,0.2,"nin","none"
"sc000217","om002","mp0024","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0.2,0.2,"nin","none"
"sc000218","om002","mp0025","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0.2,0.2,"nin","none"
"sc000219","om002","mp0026","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.2,0.25,"nin","none"
"sc000220","om002","mp0027","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.2,0.25,"nin","none"
"sc000221","om002","mp0028","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.2,0.25,"nin","none"
"sc000222","om002","mp0029","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0.2,0.25,"nin","none"
"sc000223","om002","mp0030","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0.2,0.25,"nin","none"
"sc000224","om002","mp0031","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0.2,0.25,"nin","none"
"sc000225","om002","mp0032","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.2,0.25,"nin","none"
"sc000226","om002","mp0033","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.2,0.25,"nin","none"
"sc000227","om002","mp0034","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.2,0.25,"nin","none"
"sc000228","om002","mp0035","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0.2,0.25,"nin","none"
"sc000229","om002","mp0036","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0.2,0.25,"nin","none"
"sc000230","om002","mp0037","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0.2,0.25,"nin","none"
"sc000231","om002","mp0038","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.5,0.5,"nin","none"
"sc000232","om002","mp0039","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.5,0.5,"nin","none"
"sc000233","om002","mp0040","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.5,0.5,"nin","none"
"sc000234","om002","mp0041","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0.5,0.5,"nin","none"
"sc000235","om002","mp0042","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0.5,0.5,"nin","none"
"sc000236","om002","mp0043","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0.5,0.5,"nin","none"
"sc000237","om002","mp0044","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.5,0.5,"nin","none"
"sc000238","om002","mp0045","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.5,0.5,"nin","none"
"sc000239","om002","mp0046","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.5,0.5,"nin","none"
"sc000240","om002","mp0047","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0.5,0.5,"nin","none"
"sc000241","om002","mp0048","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0.5,0.5,"nin","none"
"sc000242","om002","mp0049","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0.5,0.5,"nin","none"
"sc000243","om002","mp0050","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.5,1,"nin","none"
"sc000244","om002","mp0051","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.5,1,"nin","none"
"sc000245","om002","mp0052","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.5,1,"nin","none"
"sc000246","om002","mp0053","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0.5,1,"nin","none"
"sc000247","om002","mp0054","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0.5,1,"nin","none"
"sc000248","om002","mp0055","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0.5,1,"nin","none"
"sc000249","om002","mp0056","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.5,1,"nin","none"
"sc000250","om002","mp0057","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.5,1,"nin","none"
"sc000251","om002","mp0058","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.5,1,"nin","none"
"sc000252","om002","mp0059","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0.5,1,"nin","none"
"sc000253","om002","mp0060","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0.5,1,"nin","none"
"sc000254","om002","mp0061","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0.5,1,"nin","none"
"sc000255","om002","mp0062","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.5,1.5,"nin","none"
"sc000256","om002","mp0063","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.5,1.5,"nin","none"
"sc000257","om002","mp0064","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.5,1.5,"nin","none"
"sc000258","om002","mp0065","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0.5,1.5,"nin","none"
"sc000259","om002","mp0066","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0.5,1.5,"nin","none"
"sc000260","om002","mp0067","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0.5,1.5,"nin","none"
"sc000261","om002","mp0068","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.5,1.5,"nin","none"
"sc000262","om002","mp0069","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.5,1.5,"nin","none"
"sc000263","om002","mp0070","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.5,1.5,"nin","none"
"sc000264","om002","mp0071","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0.5,1.5,"nin","none"
"sc000265","om002","mp0072","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0.5,1.5,"nin","none"
"sc000266","om002","mp0073","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0.5,1.5,"nin","none"
"sc000267","om002","mp0074","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","none"
"sc000268","om002","mp0075","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","none"
"sc000269","om002","mp0076","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","none"
"sc000270","om002","mp0077","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0.8,0.8,"nin","none"
"sc000271","om002","mp0078","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0.8,0.8,"nin","none"
"sc000272","om002","mp0079","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0.8,0.8,"nin","none"
"sc000273","om002","mp0080","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","none"
"sc000274","om002","mp0081","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","none"
"sc000275","om002","mp0082","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","none"
"sc000276","om002","mp0083","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0.8,0.8,"nin","none"
"sc000277","om002","mp0084","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0.8,0.8,"nin","none"
"sc000278","om002","mp0085","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0.8,0.8,"nin","none"
"sc000279","om002","mp0086","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,2.75,"nin","none"
"sc000280","om002","mp0087","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,2.75,"nin","none"
"sc000281","om002","mp0088","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,2.75,"nin","none"
"sc000282","om002","mp0089","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0.8,2.75,"nin","none"
"sc000283","om002","mp0090","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0.8,2.75,"nin","none"
"sc000284","om002","mp0091","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0.8,2.75,"nin","none"
"sc000285","om002","mp0092","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,2.75,"nin","none"
